"clinc150","take out of my checking 400 dollars and put it into my emergency savings account","transfer"
"clinc150","i need to transfer one thousand dollars to my savings account from my checking","transfer"
"clinc150","transfer 50 dollars from my checking account to my money market account","transfer"
"clinc150","create a new timer","timer"
"clinc150","i'd like to set a new timer","timer"
"clinc150","help me set a timer please","timer"
"clinc150","10 minutes is what the timer should be set at","timer"
"clinc150","the timer should have 10 minutes set to it","timer"
"clinc150","10 minutes is the setting for the timer","timer"
"clinc150","the timer is calculated for 10 minutes","timer"
"clinc150","set the timer for 10 minutes","timer"
"clinc150","can you set a 30 second timer","timer"
"clinc150","please set a timer to go off in 45 minutes","timer"
"clinc150","i need you to create a timer","timer"
"clinc150","i need a timer set please","timer"
"clinc150","create a timer that is set to go off after 25 mins","timer"
"clinc150","i need a timer that is set at 1 hour exactly","timer"
"clinc150","could you set up a timer for me","timer"
"clinc150","will you start a timer for me","timer"
"clinc150","set up a 52 minute timer","timer"
"clinc150","please set up a timer for me","timer"
"clinc150","set 60 minutes for oven please","timer"
"clinc150","please make the timer for cooking for for 2 hours","timer"
"clinc150","may i please have a definition for the work churlish","definition"
"clinc150","i want to know what trenchant means","definition"
"clinc150","what is the meaning of fascism","definition"
"clinc150","can you tell me what a septuagenarian is","definition"
"clinc150","can you define the word schadenfreude","definition"
"clinc150","what does unsavory mean","definition"
"clinc150","please define erection for me","definition"
"clinc150","what does idiosyncratic mean","definition"
"clinc150","tell me the meaning of condemnation","definition"
"clinc150","define monetary for me please","definition"
"clinc150","tell me the meaning of hegemony","definition"
"clinc150","what does indignation mean","definition"
"clinc150","define ambivalence for me please","definition"
"clinc150","please define institutional racism","definition"
"clinc150","define antagonist for me please","definition"
"clinc150","what does distinguish mean","definition"
"clinc150","what is the meaning of word alliance","definition"
"clinc150","i need to know what dominate means","definition"
"clinc150","what is the definition of the word migrate","definition"
"clinc150","tell me please what paean means","definition"
"clinc150","i want to know what the purpose of life is","meaning_of_life"
"clinc150","i want to hear what you think life's purpose is about","meaning_of_life"
"clinc150","what do you think the purpose of life is","meaning_of_life"
"clinc150","what is the purpose of existence","meaning_of_life"
"clinc150","what do you think our purpose is in life","meaning_of_life"
"clinc150","i'd like to know the meaning of life","meaning_of_life"
"clinc150","what's your opinion on the meaning of life","meaning_of_life"
"clinc150","what is life's purpose","meaning_of_life"
"clinc150","tell me all about the meaning of life","meaning_of_life"
"clinc150","tell me your thoughts about the meaning of life","meaning_of_life"
"clinc150","do you have any ideas on the meaning of life","meaning_of_life"
"clinc150","do you know the deeper meaning of life","meaning_of_life"
"clinc150","tell me the meaning of life","meaning_of_life"
"clinc150","can you tell me, what is the meaning of life","meaning_of_life"
"clinc150","what is the meaning behind life, do you think","meaning_of_life"
"clinc150","what is our purpose","meaning_of_life"
"clinc150","what do you think we are on earth for","meaning_of_life"
"clinc150","what do you think life is really about","meaning_of_life"
"clinc150","do you think we have a higher calling","meaning_of_life"
"clinc150","why are humans on earth","meaning_of_life"
"clinc150","explain how do i get new insurance","insurance_change"
"clinc150","tell me how to get new insurance","insurance_change"
"clinc150","explain to me how do i get new insurance","insurance_change"
"clinc150","i want to get new insurance","insurance_change"
"clinc150","can you tell me how do i get new insurance","insurance_change"
"clinc150","i'd like to know how changes are made to my insurance policy","insurance_change"
"clinc150","how can i make changes for my insurance policy","insurance_change"
"clinc150","can you tell me how changes on my insurance policy can be made","insurance_change"
"clinc150","i'd like to know how to make changes for my insurance policy","insurance_change"
"clinc150","could you tell me how to make changes to my insurance policy","insurance_change"
"clinc150","tell me how to change my policy","insurance_change"
"clinc150","i need to switch insurance plans","insurance_change"
"clinc150","can you help me switch insurance plans","insurance_change"
"clinc150","tell me how to make changes to my insurance policy","insurance_change"
"clinc150","how do i switch to a new insurance plan","insurance_change"
"clinc150","can you help me switch to a new insurance plan","insurance_change"
"clinc150","how can i change information on my insurance policy","insurance_change"
"clinc150","how do i make changes to my insurance policy","insurance_change"
"clinc150","tell me how to change my insurance policy","insurance_change"
"clinc150","i need to change my insurance policy, how","insurance_change"
"clinc150","please help me in finding my phone","find_phone"
"clinc150","please help me find my lost phone","find_phone"
"clinc150","i need your help finding my lost phone","find_phone"
"clinc150","help me find my phone please","find_phone"
"clinc150","tell me where i left my phone","find_phone"
"clinc150","what did i do with my phone","find_phone"
"clinc150","can you tell me where my phone is","find_phone"
"clinc150","what happened to my cellphone","find_phone"
"clinc150","do you remember where i left my cellphone","find_phone"
"clinc150","where is my cellphone","find_phone"
"clinc150","do you know where my cellphone is","find_phone"
"clinc150","i have lost my phone","find_phone"
"clinc150","help me, i don't know where my phone is","find_phone"
"clinc150","tell me my phone's location","find_phone"
"clinc150","where would my phone be","find_phone"
"clinc150","i need to know my phone's location","find_phone"
"clinc150","help locate my phone","find_phone"
"clinc150","can you find me my phone","find_phone"
"clinc150","track down my phone for me","find_phone"
"clinc150","my phone is lost and i need help finding it","find_phone"
"clinc150","is traveling to france safe","travel_alert"
"clinc150","is france safe to travel to","travel_alert"
"clinc150","i need to know is traveling to france safe","travel_alert"
"clinc150","can i travel to france as far as safety goes","travel_alert"
"clinc150","can i safely travel to france or is it dangerous","travel_alert"
"clinc150","are there any current travel alerts for brazil","travel_alert"
"clinc150","are there any travel alerts for seattle","travel_alert"
"clinc150","how safe is it to travel to guatemala right now and are there any alerts","travel_alert"
"clinc150","are there any travel alerts for juarez","travel_alert"
"clinc150","what's the danger level of flying to russia right now","travel_alert"
"clinc150","are there any travel alerts for antarctica","travel_alert"
"clinc150","are there any travel alerts for mountain view","travel_alert"
"clinc150","does mexico have any travel alerts i should know about","travel_alert"
"clinc150","does greece currently have any travel alerts in place","travel_alert"
"clinc150","are there any travel alerts for brazil","travel_alert"
"clinc150","how safe is it to visit spain","travel_alert"
"clinc150","how safe is visiting canada this week","travel_alert"
"clinc150","have the riots in france triggered any alerts for people traveling to there","travel_alert"
"clinc150","is there any danger going to brazil","travel_alert"
"clinc150","is it safe to travel to mexico","travel_alert"
"clinc150","please request pto for march 2 and 3","pto_request"
"clinc150","i am requesting pto for march 2 and 3","pto_request"
"clinc150","can you please request pto for march 2 and 3","pto_request"
"clinc150","i would like to request pto for march 2 and 3","pto_request"
"clinc150","i need to request pto for march 2 and 3","pto_request"
"clinc150","let me know how to make a vacation request","pto_request"
"clinc150","i need to make a vacation request; how","pto_request"
"clinc150","can i put in a pto request for may 1 to may 5","pto_request"
"clinc150","tell me how to make a vacation request","pto_request"
"clinc150","i would like to know if i can put a pto request in for march 19 to march 20","pto_request"
"clinc150","am i able to put in a pto request for may 6 to may 18","pto_request"
"clinc150","provide assistance on what to do to make a vacation request","pto_request"
"clinc150","i need to know how to make a vacation request","pto_request"
"clinc150","i need to know if i can put a pto request in for march 10 to march 12","pto_request"
"clinc150","tell me whether i can put a pto request in for may 10 to may 15","pto_request"
"clinc150","what is the process for making a vacation request","pto_request"
"clinc150","what's the method for requesting a vacation","pto_request"
"clinc150","what are the steps required for making a vacation request","pto_request"
"clinc150","please help me make a request for vacation","pto_request"
"clinc150","i have a vacation request that i need made","pto_request"
"clinc150","what are some ways to raise my credit score","improve_credit_score"
"clinc150","what will help my credit score","improve_credit_score"
"clinc150","are there any videos on how to repair my credit score","improve_credit_score"
"clinc150","what can i do to get a better credit score","improve_credit_score"
"clinc150","will getting a credit card help my credit score","improve_credit_score"
"clinc150","what are the top 10 ways to build my credit score","improve_credit_score"
"clinc150","how can i build up my credit score","improve_credit_score"
"clinc150","how can i build my credit score","improve_credit_score"
"clinc150","what are some easy ways to make my credit score better","improve_credit_score"
"clinc150","how do i prevent my credit score from dropping","improve_credit_score"
"clinc150","how should i go about improving my credit score","improve_credit_score"
"clinc150","how can i make sure that my credit score does not decrease","improve_credit_score"
"clinc150","what is the best way to insure that my credit score doesn't decrease","improve_credit_score"
"clinc150","what things can i do to increase my credit score","improve_credit_score"
"clinc150","what is the best way to keep my credit score from going down","improve_credit_score"
"clinc150","what is the best thing for me to do to improve my credit score quickly","improve_credit_score"
"clinc150","how can i safeguard my credit score from dropping","improve_credit_score"
"clinc150","do i have options on how to improve my credit score","improve_credit_score"
"clinc150","what steps can i take to improve my credit score","improve_credit_score"
"clinc150","show me a plan to help my credit score rating","improve_credit_score"
"clinc150","tell me something interesting about lake tahoe","fun_fact"
"clinc150","tell me a cool fact about reno","fun_fact"
"clinc150","tell me something interesting about new york state","fun_fact"
"clinc150","give me a cool fact about new orleans","fun_fact"
"clinc150","give me a cool fact about seattle","fun_fact"
"clinc150","tell me something interesting about elephants","fun_fact"
"clinc150","tell me something interesting about dogs","fun_fact"
"clinc150","give me a cool fact about potatoes","fun_fact"
"clinc150","give me a cool fact about puppies","fun_fact"
"clinc150","give me a cool fact about lsd","fun_fact"
"clinc150","tell me a fun fact about the moon landing","fun_fact"
"clinc150","what's a fun fact about axolotls","fun_fact"
"clinc150","tell me a fact about the maned wolf","fun_fact"
"clinc150","give me harry potter trivia","fun_fact"
"clinc150","tell me an axolotl fact","fun_fact"
"clinc150","i need a spider fact","fun_fact"
"clinc150","show me trivia about cats","fun_fact"
"clinc150","read me some different cat trivia items","fun_fact"
"clinc150","find me cat trivia now please","fun_fact"
"clinc150","read me cat trivia","fun_fact"
"clinc150","i need new language","change_language"
"clinc150","switch language for me","change_language"
"clinc150","please change your language setting to russian","change_language"
"clinc150","you must change your language setting to russian","change_language"
"clinc150","you need to change your language setting to russian please","change_language"
"clinc150","change language please","change_language"
"clinc150","please change your language setting to spanish now","change_language"
"clinc150","change your language setting to spanish","change_language"
"clinc150","i want new language","change_language"
"clinc150","please change the language","change_language"
"clinc150","speak arabic","change_language"
"clinc150","speak navajo","change_language"
"clinc150","speak german","change_language"
"clinc150","speak french","change_language"
"clinc150","speak mandarin","change_language"
"clinc150","change response language from mandarin to english","change_language"
"clinc150","please respond to me in english from now on","change_language"
"clinc150","please change your response language to english","change_language"
"clinc150","how can i change your response language","change_language"
"clinc150","change the language to english","change_language"
"clinc150","when's the next time i get paid","payday"
"clinc150","when's my next paycheck coming in","payday"
"clinc150","what's the date of my next paycheck","payday"
"clinc150","when do i get my paycheck","payday"
"clinc150","which day is pay day","payday"
"clinc150","which day is it that my payment comes in","payday"
"clinc150","when am i paid or how often","payday"
"clinc150","how many days until i get my payment","payday"
"clinc150","what was the last check date","payday"
"clinc150","when was i paid most recently","payday"
"clinc150","what was the date of my last paycheck","payday"
"clinc150","when did i get my check last","payday"
"clinc150","how long has it been since i was paid","payday"
"clinc150","how many times do i get paid in march","payday"
"clinc150","what date is the next payday","payday"
"clinc150","i am trying to find out when is the next payday","payday"
"clinc150","what date is the next day i get paid","payday"
"clinc150","when is the next payday","payday"
"clinc150","what is my pay","payday"
"clinc150","how much is on my paycheck this week","payday"
"clinc150","what's the time of arrival on my new credit card","replacement_card_duration"
"clinc150","tell me the duration it takes to get a new cc","replacement_card_duration"
"clinc150","is it a short time before i receive my new credit card","replacement_card_duration"
"clinc150","how long before my updated cc takes to arrive","replacement_card_duration"
"clinc150","how long does it take a new card to arrive in the mail to me","replacement_card_duration"
"clinc150","what is the length of time it takes a new card to get mailed to me","replacement_card_duration"
"clinc150","about how long does it usually take a new card to get mailed to me","replacement_card_duration"
"clinc150","how much time does it take a new card to get mailed to me","replacement_card_duration"
"clinc150","how soon does it take a card new card to get mailed to me","replacement_card_duration"
"clinc150","after losing a credit card, how long does it take to get a new one","replacement_card_duration"
"clinc150","if i lose my credit card, will i get a replacement immediately","replacement_card_duration"
"clinc150","what is the time frame for receiving a new credit card if my original one gets lost","replacement_card_duration"
"clinc150","will i have to wait a long time to receive my new credit card after i lost my old one","replacement_card_duration"
"clinc150","how long should i expect to wait for my replacement credit card","replacement_card_duration"
"clinc150","will my new credit card be here this week","replacement_card_duration"
"clinc150","how long does it usually take for a new credit card to come","replacement_card_duration"
"clinc150","what is the eta on getting a replacement card","replacement_card_duration"
"clinc150","show tracking information on my replacement credit card","replacement_card_duration"
"clinc150","when will i get my replacement card","replacement_card_duration"
"clinc150","will it take more than a month to get a new card","replacement_card_duration"
"clinc150","what time is it in france","time"
"clinc150","what's the time in london right now","time"
"clinc150","what hour is it in london","time"
"clinc150","what's the time","time"
"clinc150","what is the time in london","time"
"clinc150","i need to know what time it is","time"
"clinc150","what time of day is it in london","time"
"clinc150","tell me what time it is","time"
"clinc150","what time of day is it","time"
"clinc150","what time is it in the pacific timezone","time"
"clinc150","what time is it in pacific standard time","time"
"clinc150","what time is it over in pacific time","time"
"clinc150","what time is in over there in pacific standard time","time"
"clinc150","what time is it in the pacific standard time","time"
"clinc150","what is the time in paris now","time"
"clinc150","time in manhattan","time"
"clinc150","how late is it now in ourense","time"
"clinc150","what is the current time right now in hollywood","time"
"clinc150","what time is it now in michigan","time"
"clinc150","what's the clock say","time"
"clinc150","what is the present status of my credit card application","application_status"
"clinc150","what is the current status of my credit card application","application_status"
"clinc150","in what status is my credit card application currently in","application_status"
"clinc150","how far along is my credit card application","application_status"
"clinc150","what is the status of my credit card application looking like","application_status"
"clinc150","pull up my credit card application's current status","application_status"
"clinc150","has my credit card application processed yet","application_status"
"clinc150","check the status of my credit card application please","application_status"
"clinc150","has my card application successfully gone through","application_status"
"clinc150","go to the credit card site and check if my application has gone through","application_status"
"clinc150","has my credit card application been approved yet","application_status"
"clinc150","can you check on the status of my credit card application","application_status"
"clinc150","i would like to know if my visa card application has been approved","application_status"
"clinc150","can you let me know if my visa card has been approved","application_status"
"clinc150","at what point will the review of my credit card application be completed","application_status"
"clinc150","can you check if my mastercard application has been reviewed yet","application_status"
"clinc150","has my visa card application been approved yet","application_status"
"clinc150","please let me know how my credit card application is going","application_status"
"clinc150","when will my credit card application be reviewed","application_status"
"clinc150","please let me know if my discover card application has been approved","application_status"
"clinc150","when is my flight going to board","flight_status"
"clinc150","when am i boarding my flight","flight_status"
"clinc150","at what time should i be boarding my flight","flight_status"
"clinc150","can you please update the status of flight dl123","flight_status"
"clinc150","when is the expected arrival of flight dl123","flight_status"
"clinc150","is flight dl123 due to land as schedule","flight_status"
"clinc150","will flight dl123 be on time","flight_status"
"clinc150","are there any expected delays for flight dl123","flight_status"
"clinc150","i would like to know flight dl123's status","flight_status"
"clinc150","tell me flight dl123's statud","flight_status"
"clinc150","for flight dl123 what's the status","flight_status"
"clinc150","could you tell me the status of flight dl123","flight_status"
"clinc150","when is my flight expected to arrive","flight_status"
"clinc150","at what time is my flight scheduled to land","flight_status"
"clinc150","what time is my flight going to land","flight_status"
"clinc150","ostensibly when is my flight going to land","flight_status"
"clinc150","when is my flight going to arrive","flight_status"
"clinc150","what time does my flight board","flight_status"
"clinc150","what is the boarding time for my upcoming flight","flight_status"
"clinc150","when is my flight boarding","flight_status"
"clinc150","flip a normal coin","flip_coin"
"clinc150","flip a heads or tails coin i pick heads","flip_coin"
"clinc150","flip a coin, i choose heads","flip_coin"
"clinc150","please flip a coin - i call heads","flip_coin"
"clinc150","can you flip a coin i pick heads","flip_coin"
"clinc150","please flip coin ai","flip_coin"
"clinc150","flip a coin now","flip_coin"
"clinc150","please flip a coin","flip_coin"
"clinc150","i need you to flip a coin","flip_coin"
"clinc150","flip coin ai","flip_coin"
"clinc150","please go ahead and flip a coin","flip_coin"
"clinc150","flip the coin ai","flip_coin"
"clinc150","please flip coin","flip_coin"
"clinc150","i wanna flip a coin","flip_coin"
"clinc150","please flip the coin","flip_coin"
"clinc150","please flip the coin over ai","flip_coin"
"clinc150","i'm wanting you to flip a coin","flip_coin"
"clinc150","flip me a coin","flip_coin"
"clinc150","i want you to flip a coin now","flip_coin"
"clinc150","i call tails and you call heads on this coin flip i need you to do","flip_coin"
"clinc150","will you start calling me chaz","change_user_name"
"clinc150","stop calling me charlie and from now on always call me chip","change_user_name"
"clinc150","from now on, refer to me as chuck","change_user_name"
"clinc150","please call me charlile from here on out ok","change_user_name"
"clinc150","i want you to call me a different name so can you call me charchar","change_user_name"
"clinc150","please change my name to tom","change_user_name"
"clinc150","from now on, my name is tom","change_user_name"
"clinc150","i want to be called tom","change_user_name"
"clinc150","please call me tom","change_user_name"
"clinc150","you can call me jason","change_user_name"
"clinc150","my name is jason","change_user_name"
"clinc150","jason is my name","change_user_name"
"clinc150","i prefer to be called jason","change_user_name"
"clinc150","i am jason","change_user_name"
"clinc150","you shall address me as nick","change_user_name"
"clinc150","my name is nick","change_user_name"
"clinc150","refer to me as nick","change_user_name"
"clinc150","the name is nick","change_user_name"
"clinc150","you could say my name is nick","change_user_name"
"clinc150","i am camile","change_user_name"
"clinc150","what place were you born at","where_are_you_from"
"clinc150","where were you born as a kid","where_are_you_from"
"clinc150","tell me where you were created","where_are_you_from"
"clinc150","what place were you made at","where_are_you_from"
"clinc150","what place were you actually born at","where_are_you_from"
"clinc150","what place do you come from","where_are_you_from"
"clinc150","where do you hale from","where_are_you_from"
"clinc150","what place were you born","where_are_you_from"
"clinc150","where are you from before you got here","where_are_you_from"
"clinc150","let me know when you were made","where_are_you_from"
"clinc150","where you from","where_are_you_from"
"clinc150","where are you from if i may ask","where_are_you_from"
"clinc150","where are you from oroginally","where_are_you_from"
"clinc150","where are you originally from before coming here","where_are_you_from"
"clinc150","what's your home town","where_are_you_from"
"clinc150","what country are you from","where_are_you_from"
"clinc150","are you from here","where_are_you_from"
"clinc150","were you made here","where_are_you_from"
"clinc150","where did you come from","where_are_you_from"
"clinc150","you were made where","where_are_you_from"
"clinc150","i'm not sure if watermelon is on my shopping list, but if it isn't can you put it on there","shopping_list_update"
"clinc150","is it possible to add grapes to my shopping list if they aren't on there already","shopping_list_update"
"clinc150","please add bananas to my shopping list unless i already did","shopping_list_update"
"clinc150","can you add apples to my shopping list if they aren't already on there","shopping_list_update"
"clinc150","would you be willing to add bread to my shopping list if i haven't already","shopping_list_update"
"clinc150","i'm out of cleaning supplies, remind me on my list","shopping_list_update"
"clinc150","i don't have any more steak, please put that on my grocery list","shopping_list_update"
"clinc150","i'm out of apples, add that to my list","shopping_list_update"
"clinc150","i have no oranges, put them onto my list","shopping_list_update"
"clinc150","do i have peanuts on my shopping list if not please add it","shopping_list_update"
"clinc150","do i have soda on my shopping list if not please add it","shopping_list_update"
"clinc150","i'm out of kleenex so will you put that on my shopping list","shopping_list_update"
"clinc150","i'm out of paper towels so will you put that on my shopping list","shopping_list_update"
"clinc150","i'm out of toilet paper so will you put that on my shopping list","shopping_list_update"
"clinc150","do i have graham crackers on my shopping list if not please add it","shopping_list_update"
"clinc150","i'm out of clorox wipes so will you put that on my shopping list","shopping_list_update"
"clinc150","do i have tortillas on my shopping list if not please add it","shopping_list_update"
"clinc150","i'm out of laundry detergent so will you put that on my shopping list","shopping_list_update"
"clinc150","do i have cheese on my shopping list if not please add it","shopping_list_update"
"clinc150","i'd like you to add oranges to my shopping list","shopping_list_update"
"clinc150","what categories of questions can you answer","what_can_i_ask_you"
"clinc150","what kind of questions can i ask the ai","what_can_i_ask_you"
"clinc150","can you tell me what i can ask the ai","what_can_i_ask_you"
"clinc150","what types of things can i ask the ai","what_can_i_ask_you"
"clinc150","what kind of things can i ask the ai","what_can_i_ask_you"
"clinc150","what can i ask the ai","what_can_i_ask_you"
"clinc150","what questions can you answer","what_can_i_ask_you"
"clinc150","what am i allowed to ask you","what_can_i_ask_you"
"clinc150","what all can i ask you","what_can_i_ask_you"
"clinc150","what are you capable of doing and answering","what_can_i_ask_you"
"clinc150","what are you capable of answering","what_can_i_ask_you"
"clinc150","what kinds of subjects do you know about","what_can_i_ask_you"
"clinc150","what are the different subjects that you know","what_can_i_ask_you"
"clinc150","which kinds of info are you familiar with","what_can_i_ask_you"
"clinc150","what kind of information do you know","what_can_i_ask_you"
"clinc150","which subjects can you tell me about","what_can_i_ask_you"
"clinc150","can i ask you all different types of questions","what_can_i_ask_you"
"clinc150","can you answer all types of questions","what_can_i_ask_you"
"clinc150","what topics can you answer questions on","what_can_i_ask_you"
"clinc150","what kind of questions can you answer","what_can_i_ask_you"
"clinc150","i do not have that information","maybe"
"clinc150","i can't give you an answer to that","maybe"
"clinc150","i do not know the answer to that","maybe"
"clinc150","perhaps","maybe"
"clinc150","possibly either one","maybe"
"clinc150","i don't have any idea","maybe"
"clinc150","can't say","maybe"
"clinc150","i couldn't say either could be possible","maybe"
"clinc150","which one i don't know either i guess","maybe"
"clinc150","i just don't know","maybe"
"clinc150","don't have any idea","maybe"
"clinc150","i couldn't say","maybe"
"clinc150","i don't know the anwser","maybe"
"clinc150","couldn't tell you","maybe"
"clinc150","either i am not sure","maybe"
"clinc150","either of them could be i'm not sure","maybe"
"clinc150","don't know","maybe"
"clinc150","idk","maybe"
"clinc150","i don't have an answer for that","maybe"
"clinc150","maybe it does","maybe"
"clinc150","procedure to change oil in car","oil_change_how"
"clinc150","way to change car oil","oil_change_how"
"clinc150","how to change oil of a car","oil_change_how"
"clinc150","how can i change car oil","oil_change_how"
"clinc150","i want to know how to change oil, tell me the steps one at a time while i work through it","oil_change_how"
"clinc150","find step by step instructions on how to change my oil","oil_change_how"
"clinc150","how do i change oil on a car","oil_change_how"
"clinc150","where can i find a page showing my how to change my oil","oil_change_how"
"clinc150","what weight oil do i need and how do i change the oil for my chevy truck","oil_change_how"
"clinc150","what kind of oil do i need for my ford truck and how can i change it","oil_change_how"
"clinc150","what kind of oil and how much do i need for my toyota tacoma truck and how do i do it","oil_change_how"
"clinc150","i need to know how to change my oil and what kind of oil for a 2007 trailblazer","oil_change_how"
"clinc150","what oil do i need for my honda crv and how do i change it","oil_change_how"
"clinc150","i need a tutorial to learn how to change my oil, please","oil_change_how"
"clinc150","what steps do i need to follow to change the oil in my car","oil_change_how"
"clinc150","can you get me simple instructions on how to do an oil change","oil_change_how"
"clinc150","i want to figure out how to do an oil change on my car","oil_change_how"
"clinc150","can you teach me to change my oil","oil_change_how"
"clinc150","can you tell me how to change my oil","oil_change_how"
"clinc150","can you find some instructions on how to change my oil","oil_change_how"
"clinc150","please reserve a table for 2 at lucky's under the name melissa at 7 pm","restaurant_reservation"
"clinc150","i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm","restaurant_reservation"
"clinc150","help me reserve a table for 3 at lucky's under the name crystal at 8 pm","restaurant_reservation"
"clinc150","would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm","restaurant_reservation"
"clinc150","could you please reserve a table for 6 at lucille's under the name tom at 5pm","restaurant_reservation"
"clinc150","is there a reservation available at ruth chris today","restaurant_reservation"
"clinc150","are there 8pm tables available at texas roadhouse","restaurant_reservation"
"clinc150","book a reservation for 3 at xenophobe under the name zebee","restaurant_reservation"
"clinc150","i need to book a reservation for 3 at xenophobe under the name zebee","restaurant_reservation"
"clinc150","book 3 under the name zebee at xenophobe","restaurant_reservation"
"clinc150","what reservations are available for 3 people at the xenophobe","restaurant_reservation"
"clinc150","under the name zebee book a reservation at the xenophobe for 3","restaurant_reservation"
"clinc150","use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm","restaurant_reservation"
"clinc150","make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse","restaurant_reservation"
"clinc150","reserve a table for 3 at andrea's steakhouse around 5pm under the name wheeler","restaurant_reservation"
"clinc150","i need a table for 3 at 5pm at andrea's steakhouse under wheeler","restaurant_reservation"
"clinc150","reserve a table for 3 under the name wheeler at andrea's steakhouse for 5pm","restaurant_reservation"
"clinc150","book room for me and her under the name kendra","restaurant_reservation"
"clinc150","allow me to turn on the lights","restaurant_reservation"
"clinc150","make me a reservation for 5 people at village tavern for the calloways","restaurant_reservation"
"clinc150","do i have more than $100 in my pnc account","balance"
"clinc150","what's my pnc balance","balance"
"clinc150","how much is in my pnc account","balance"
"clinc150","how much money do i have in my pnc account","balance"
"clinc150","what is the balance in my pnc account","balance"
"clinc150","can i get beer within my deposit account","balance"
"clinc150","is there enough in my savings account to get a new tv","balance"
"clinc150","could be there be a good amount of money in my checking account to go on a vacation","balance"
"clinc150","can i afford a new tv from my savings account","balance"
"clinc150","will i have enough to get a new roku with my savings account","balance"
"clinc150","do you think i have enough money in my chase account for a new pair of sneakers","balance"
"clinc150","i hope i have enough money in my chase account to buy new clothes","balance"
"clinc150","i am not sure if i have enough money in my chase account to buy a new dress","balance"
"clinc150","i wonder if i have enough money in my chase account for a bike","balance"
"clinc150","i keep trying to figure out if i have enough money in my chase account to purchase a new set of tires","balance"
"clinc150","please tell me how much money i have in my bank accounts","balance"
"clinc150","i need to know how much money i have in all of my bank accounts","balance"
"clinc150","how much money is in all of my bank accounts","balance"
"clinc150","how much money is in my bank accounts","balance"
"clinc150","can you tell me how much money i have i my bank accounts","balance"
"clinc150","please double check my reservations for six at mani","confirm_reservation"
"clinc150","confirm my johnny rockets reservation for this evening","confirm_reservation"
"clinc150","confirm four for my reservation at fiji","confirm_reservation"
"clinc150","make sure my flower bar reservation is scheduled for tomorrow","confirm_reservation"
"clinc150","please double check on my reservations for buffalo wild wings at five for the game","confirm_reservation"
"clinc150","i would like to try and confirm that i have a reservation at applebee's for kristen","confirm_reservation"
"clinc150","i would like to try and confirm that i have a reservation at chili's for bart","confirm_reservation"
"clinc150","i would like to try and confirm that i have a reservation at longhorn for justin","confirm_reservation"
"clinc150","i would like to try and confirm that i have a reservation at outback for josh","confirm_reservation"
"clinc150","i would like to try and confirm that i have a reservation at carrabbas for heather","confirm_reservation"
"clinc150","i want to confirm friday's reservation at 2:00","confirm_reservation"
"clinc150","confirm my friday reservation at 2:00","confirm_reservation"
"clinc150","i am here to conform my friday reservation at 2:00","confirm_reservation"
"clinc150","you know the reservation i have on 2:00 friday i confirm it","confirm_reservation"
"clinc150","i'd like to confirm the 2:00 reservation for friday","confirm_reservation"
"clinc150","check to see if i am still booked to be eating at gusto handcrafted pasta & pizza at 6:30 pm","confirm_reservation"
